index,time_s,channel,value
1412,0.07060000,CH3,-0.5502790339
1413,0.07065000,CH3,-0.8295441347
1414,0.07070000,CH3,-1.0117096406
1415,0.07075000,CH3,-1.0735653248
1416,0.07080000,CH3,-1.3568690251
1417,0.07085000,CH3,-1.5683418069
1418,0.07090000,CH3,-1.5316424477
1419,0.07095000,CH3,-1.0427357556
1420,0.07100000,CH3,-0.0295796654
1421,0.07105000,CH3,1.0093041460
1422,0.07110000,CH3,1.5422696716
1423,0.07115000,CH3,1.5907619068
1424,0.07120000,CH3,1.3240768206
1425,0.07125000,CH3,1.1676547739
1426,0.07130000,CH3,1.0572017682
1427,0.07135000,CH3,0.8474368493
1428,0.07140000,CH3,0.5652851622
1429,0.07145000,CH3,0.2707115297
1430,0.07150000,CH3,-0.0255610892
1431,0.07155000,CH3,-0.2086394573
1432,0.07160000,CH3,-0.5414485937
1433,0.07165000,CH3,-0.8257571044
1434,0.07170000,CH3,-1.0647720157
1435,0.07175000,CH3,-1.1812688945
1436,0.07180000,CH3,-1.3521647832
1437,0.07185000,CH3,-1.5494808968
1438,0.07190000,CH3,-1.5205248064
1439,0.07195000,CH3,-1.0395354572
1440,0.07200000,CH3,0.0193893257
1441,0.07205000,CH3,1.0015255995
1442,0.07210000,CH3,1.5858367033
1443,0.07215000,CH3,1.5049614733
1444,0.07220000,CH3,1.3599558533
1445,0.07225000,CH3,1.1910174309
1446,0.07230000,CH3,1.0032084017
1447,0.07235000,CH3,0.8494308208
1448,0.07240000,CH3,0.5580542129
1449,0.07245000,CH3,0.1355031911
1450,0.07250000,CH3,-0.0008534729
1451,0.07255000,CH3,-0.2368405051
1452,0.07260000,CH3,-0.6055011506
1453,0.07265000,CH3,-0.8579147064
1454,0.07270000,CH3,-1.0405766886
1455,0.07275000,CH3,-1.2103630169
1456,0.07280000,CH3,-1.3498395244
1457,0.07285000,CH3,-1.6209313506
1458,0.07290000,CH3,-1.5437835253
1459,0.07295000,CH3,-1.0182126207
1460,0.07300000,CH3,0.0378903330
1461,0.07305000,CH3,1.0525022751
1462,0.07310000,CH3,1.5253923740
1463,0.07315000,CH3,1.5634663342
1464,0.07320000,CH3,1.3375301575
1465,0.07325000,CH3,1.1868844183
1466,0.07330000,CH3,1.0356995982
1467,0.07335000,CH3,0.8688490636
1468,0.07340000,CH3,0.6178039666
1469,0.07345000,CH3,0.2484118941
1470,0.07350000,CH3,-0.0064973536
1471,0.07355000,CH3,-0.2285579174
1472,0.07360000,CH3,-0.5631134910
1473,0.07365000,CH3,-0.8971934897
1474,0.07370000,CH3,-1.0648834620
1475,0.07375000,CH3,-1.0975797311
1476,0.07380000,CH3,-1.3371855861
1477,0.07385000,CH3,-1.6004600426
1478,0.07390000,CH3,-1.5423260223
1479,0.07395000,CH3,-1.0071125646
1480,0.07400000,CH3,0.0148913533
1481,0.07405000,CH3,0.9905343873
1482,0.07410000,CH3,1.5458191585
1483,0.07415000,CH3,1.5416936173
1484,0.07420000,CH3,1.3796416553
1485,0.07425000,CH3,1.1338607262
1486,0.07430000,CH3,1.0466289707
1487,0.07435000,CH3,0.8920946978
1488,0.07440000,CH3,0.5223679625
1489,0.07445000,CH3,0.2698032254
1490,0.07450000,CH3,-0.0357415662
1491,0.07455000,CH3,-0.2756190610
1492,0.07460000,CH3,-0.5756281231
1493,0.07465000,CH3,-0.8463074462
1494,0.07470000,CH3,-1.0253155293
1495,0.07475000,CH3,-1.1645783030
1496,0.07480000,CH3,-1.3494101130
1497,0.07485000,CH3,-1.5932595918
1498,0.07490000,CH3,-1.5153687853
1499,0.07495000,CH3,-1.0087626997
1500,0.07500000,CH3,-0.0479762945
1501,0.07505000,CH3,1.0454274073
1502,0.07510000,CH3,1.5915214268
1503,0.07515000,CH3,1.5680143779
1504,0.07520000,CH3,1.3459483699
1505,0.07525000,CH3,1.1144890282
1506,0.07530000,CH3,1.0073530319
1507,0.07535000,CH3,0.8467438139
1508,0.07540000,CH3,0.5342641218
1509,0.07545000,CH3,0.2623367503
1510,0.07550000,CH3,0.0192194033
1511,0.07555000,CH3,-0.2390650356
1512,0.07560000,CH3,-0.5520701924
1513,0.07565000,CH3,-0.8636958997
1514,0.07570000,CH3,-1.0418048818
1515,0.07575000,CH3,-1.1579609678
1516,0.07580000,CH3,-1.4125758293
1517,0.07585000,CH3,-1.5730980305
1518,0.07590000,CH3,-1.5743629310
1519,0.07595000,CH3,-0.9677066147
1520,0.07600000,CH3,-0.0286855034
1521,0.07605000,CH3,1.0021351032
1522,0.07610000,CH3,1.5361925619
1523,0.07615000,CH3,1.5476224268
1524,0.07620000,CH3,1.3296442069
1525,0.07625000,CH3,1.1258641849
1526,0.07630000,CH3,1.0902725228
1527,0.07635000,CH3,0.8675022231
1528,0.07640000,CH3,0.5841350398
1529,0.07645000,CH3,0.2913480730
1530,0.07650000,CH3,-0.0266976999
1531,0.07655000,CH3,-0.2585659140
1532,0.07660000,CH3,-0.4941810742
1533,0.07665000,CH3,-0.8497051870
1534,0.07670000,CH3,-1.0270183869
1535,0.07675000,CH3,-1.1457467142
1536,0.07680000,CH3,-1.4204830155
1537,0.07685000,CH3,-1.6075821306
1538,0.07690000,CH3,-1.5736490729
1539,0.07695000,CH3,-0.9994198965
1540,0.07700000,CH3,-0.0080740799
1541,0.07705000,CH3,1.0112901592
1542,0.07710000,CH3,1.5903465427
1543,0.07715000,CH3,1.5732848989
1544,0.07720000,CH3,1.3672878569
1545,0.07725000,CH3,1.1375826154
1546,0.07730000,CH3,1.0488077182
1547,0.07735000,CH3,0.8463554389
1548,0.07740000,CH3,0.5726130523
1549,0.07745000,CH3,0.2673164601
1550,0.07750000,CH3,0.0264286610
1551,0.07755000,CH3,-0.2726208429
1552,0.07760000,CH3,-0.5572600263
1553,0.07765000,CH3,-0.8090731134
1554,0.07770000,CH3,-1.0182163919
1555,0.07775000,CH3,-1.0991528758
1556,0.07780000,CH3,-1.3518935662
1557,0.07785000,CH3,-1.5858921044
1558,0.07790000,CH3,-1.5524531462
1559,0.07795000,CH3,-1.0361813637
1560,0.07800000,CH3,-0.0568607635
1561,0.07805000,CH3,1.0236800817
1562,0.07810000,CH3,1.5449964243
1563,0.07815000,CH3,1.5412676080
1564,0.07820000,CH3,1.3309613417
1565,0.07825000,CH3,1.1562977552
1566,0.07830000,CH3,1.0587686057
1567,0.07835000,CH3,0.8673593204
1568,0.07840000,CH3,0.5833609134
1569,0.07845000,CH3,0.2132743147
1570,0.07850000,CH3,0.0274083260
1571,0.07855000,CH3,-0.2822992026
1572,0.07860000,CH3,-0.5976331121
1573,0.07865000,CH3,-0.8562384793
1574,0.07870000,CH3,-1.0211228891
1575,0.07875000,CH3,-1.1552061255
1576,0.07880000,CH3,-1.3545155860
1577,0.07885000,CH3,-1.6079788982
1578,0.07890000,CH3,-1.5706701244
1579,0.07895000,CH3,-1.0447219950
1580,0.07900000,CH3,0.0318789523
1581,0.07905000,CH3,1.0064606323
1582,0.07910000,CH3,1.6068603505
1583,0.07915000,CH3,1.5295669710
1584,0.07920000,CH3,1.3126244347
1585,0.07925000,CH3,1.0814347050
1586,0.07930000,CH3,1.0085243636
1587,0.07935000,CH3,0.8311135338
1588,0.07940000,CH3,0.5578387873
1589,0.07945000,CH3,0.2071842367
1590,0.07950000,CH3,-0.0245285218
1591,0.07955000,CH3,-0.2880638410
1592,0.07960000,CH3,-0.5345945110
1593,0.07965000,CH3,-0.7831958657
1594,0.07970000,CH3,-1.0479274641
1595,0.07975000,CH3,-1.1720887754
1596,0.07980000,CH3,-1.3332736543
1597,0.07985000,CH3,-1.6002995328
1598,0.07990000,CH3,-1.6193906459
1599,0.07995000,CH3,-1.0825014250
1600,0.08000000,CH3,-0.0030560664
1601,0.08005000,CH3,0.9869767702
1602,0.08010000,CH3,1.5189629072
1603,0.08015000,CH3,1.5526474368
1604,0.08020000,CH3,1.3021070653
1605,0.08025000,CH3,1.1407617505
1606,0.08030000,CH3,0.9998094555
1607,0.08035000,CH3,0.9194445872
1608,0.08040000,CH3,0.5648131452
1609,0.08045000,CH3,0.2920303808
1610,0.08050000,CH3,-0.0135562378
1611,0.08055000,CH3,-0.2914910188
1612,0.08060000,CH3,-0.5789029625
1613,0.08065000,CH3,-0.8233928461
1614,0.08070000,CH3,-1.0510463947
1615,0.08075000,CH3,-1.1440623481
1616,0.08080000,CH3,-1.3516998860
1617,0.08085000,CH3,-1.4820968834
1618,0.08090000,CH3,-1.5044295102
1619,0.08095000,CH3,-1.0138148053
1620,0.08100000,CH3,-0.0123799299
1621,0.08105000,CH3,1.0428303655
1622,0.08110000,CH3,1.5219216216
1623,0.08115000,CH3,1.5789501282
1624,0.08120000,CH3,1.3285172331
1625,0.08125000,CH3,1.1007882204
1626,0.08130000,CH3,1.0640099873
1627,0.08135000,CH3,0.8565285404
1628,0.08140000,CH3,0.5866495740
1629,0.08145000,CH3,0.2343936038
1630,0.08150000,CH3,-0.0109267593
1631,0.08155000,CH3,-0.2652263988
1632,0.08160000,CH3,-0.5455652031
1633,0.08165000,CH3,-0.8449064105
1634,0.08170000,CH3,-1.0661258556
1635,0.08175000,CH3,-1.1854114602
1636,0.08180000,CH3,-1.3195862365
1637,0.08185000,CH3,-1.5849582639
1638,0.08190000,CH3,-1.5957072443
1639,0.08195000,CH3,-0.9792740143
1640,0.08200000,CH3,0.0312005905
1641,0.08205000,CH3,0.9931614895
1642,0.08210000,CH3,1.5999447288
1643,0.08215000,CH3,1.5544358223
1644,0.08220000,CH3,1.2352426791
1645,0.08225000,CH3,1.1899596732
1646,0.08230000,CH3,0.9966713597
1647,0.08235000,CH3,0.8371068192
1648,0.08240000,CH3,0.5539525878
1649,0.08245000,CH3,0.2832300614
1650,0.08250000,CH3,0.0370798613
1651,0.08255000,CH3,-0.2688930573
1652,0.08260000,CH3,-0.5107151303
1653,0.08265000,CH3,-0.8173470315
1654,0.08270000,CH3,-1.0812258162
1655,0.08275000,CH3,-1.2087533261
1656,0.08280000,CH3,-1.3453545298
1657,0.08285000,CH3,-1.5401161667
1658,0.08290000,CH3,-1.5833209757
1659,0.08295000,CH3,-0.9972014014
1660,0.08300000,CH3,-0.0619071723
1661,0.08305000,CH3,1.0112382819
1662,0.08310000,CH3,1.5270970983
1663,0.08315000,CH3,1.5714092336
1664,0.08320000,CH3,1.2952051904
1665,0.08325000,CH3,1.1399677025
1666,0.08330000,CH3,1.0161436675
1667,0.08335000,CH3,0.9008768624
1668,0.08340000,CH3,0.6008786187
1669,0.08345000,CH3,0.2745318136
1670,0.08350000,CH3,0.0104902270
1671,0.08355000,CH3,-0.2143101985
1672,0.08360000,CH3,-0.6026189126
1673,0.08365000,CH3,-0.8813048886
1674,0.08370000,CH3,-1.0257155412
1675,0.08375000,CH3,-1.1457376967
1676,0.08380000,CH3,-1.3296795889
1677,0.08385000,CH3,-1.5899544315
1678,0.08390000,CH3,-1.6015445603
1679,0.08395000,CH3,-0.9552368041
1680,0.08400000,CH3,0.0002349894
1681,0.08405000,CH3,1.0301368871
1682,0.08410000,CH3,1.5209043045
1683,0.08415000,CH3,1.5941585741
1684,0.08420000,CH3,1.3355651754
1685,0.08425000,CH3,1.1901135868
1686,0.08430000,CH3,1.0285192177
1687,0.08435000,CH3,0.7875795871
1688,0.08440000,CH3,0.5870109680
1689,0.08445000,CH3,0.2439132175
1690,0.08450000,CH3,0.0171690121
1691,0.08455000,CH3,-0.2141429459
1692,0.08460000,CH3,-0.5804027006
1693,0.08465000,CH3,-0.8814957859
1694,0.08470000,CH3,-1.0586700681
1695,0.08475000,CH3,-1.1529439479
1696,0.08480000,CH3,-1.3489626750
1697,0.08485000,CH3,-1.5946313221
1698,0.08490000,CH3,-1.5767339522
1699,0.08495000,CH3,-1.0441265291
1700,0.08500000,CH3,0.0244251139
1701,0.08505000,CH3,1.0681670805
1702,0.08510000,CH3,1.5612333464
1703,0.08515000,CH3,1.5716741144
1704,0.08520000,CH3,1.3633832059
1705,0.08525000,CH3,1.1601439181
1706,0.08530000,CH3,1.0685833047
1707,0.08535000,CH3,0.8312454563
1708,0.08540000,CH3,0.5580685504
1709,0.08545000,CH3,0.2696827955
1710,0.08550000,CH3,-0.0600278294
1711,0.08555000,CH3,-0.2806305672
1712,0.08560000,CH3,-0.5922695308
1713,0.08565000,CH3,-0.9100622726
1714,0.08570000,CH3,-0.9933301709
1715,0.08575000,CH3,-1.1322421025
1716,0.08580000,CH3,-1.3171621518
1717,0.08585000,CH3,-1.5214066048
1718,0.08590000,CH3,-1.5549298363
1719,0.08595000,CH3,-1.0056790951
1720,0.08600000,CH3,-0.0004640126
1721,0.08605000,CH3,1.0004989010
1722,0.08610000,CH3,1.5515705637
1723,0.08615000,CH3,1.5250231779
1724,0.08620000,CH3,1.2782957617
1725,0.08625000,CH3,1.1300076002
1726,0.08630000,CH3,1.0293398193
1727,0.08635000,CH3,0.7953324814
1728,0.08640000,CH3,0.5663868823
1729,0.08645000,CH3,0.2580365127
1730,0.08650000,CH3,-0.0201515379
1731,0.08655000,CH3,-0.2767818294
1732,0.08660000,CH3,-0.5676786233
1733,0.08665000,CH3,-0.8453805292
1734,0.08670000,CH3,-1.0617702488
1735,0.08675000,CH3,-1.1645678099
1736,0.08680000,CH3,-1.2750124112
1737,0.08685000,CH3,-1.5584963791
1738,0.08690000,CH3,-1.5504096046
1739,0.08695000,CH3,-0.9694464333
1740,0.08700000,CH3,-0.0479078912
1741,0.08705000,CH3,1.0552448145
1742,0.08710000,CH3,1.5660016709
1743,0.08715000,CH3,1.5600122587
1744,0.08720000,CH3,1.3473914054
1745,0.08725000,CH3,1.1539524154
1746,0.08730000,CH3,1.0084175003
1747,0.08735000,CH3,0.8462807559
1748,0.08740000,CH3,0.5734646687
1749,0.08745000,CH3,0.2200095335
1750,0.08750000,CH3,0.0178955131
1751,0.08755000,CH3,-0.2275219559
1752,0.08760000,CH3,-0.5374952827
1753,0.08765000,CH3,-0.9183104863
1754,0.08770000,CH3,-1.0537207030
1755,0.08775000,CH3,-1.1398342821
1756,0.08780000,CH3,-1.3582980715
1757,0.08785000,CH3,-1.5642389088
1758,0.08790000,CH3,-1.5769409303
1759,0.08795000,CH3,-1.0295537832
1760,0.08800000,CH3,-0.0396810486
1761,0.08805000,CH3,1.0015227306
1762,0.08810000,CH3,1.5846518467
1763,0.08815000,CH3,1.5431694577
1764,0.08820000,CH3,1.3303939349
1765,0.08825000,CH3,1.1683510250
1766,0.08830000,CH3,1.0087180503
1767,0.08835000,CH3,0.8739178963
1768,0.08840000,CH3,0.5007616448
1769,0.08845000,CH3,0.3111692587
1770,0.08850000,CH3,-0.0034004956
1771,0.08855000,CH3,-0.2629602433
1772,0.08860000,CH3,-0.6288803935
1773,0.08865000,CH3,-0.8491173234
1774,0.08870000,CH3,-0.9911213000
1775,0.08875000,CH3,-1.1491006496
1776,0.08880000,CH3,-1.3649867701
1777,0.08885000,CH3,-1.5588856839
1778,0.08890000,CH3,-1.5060340336
1779,0.08895000,CH3,-1.0371603632
1780,0.08900000,CH3,-0.0140979336
1781,0.08905000,CH3,1.0407045027
1782,0.08910000,CH3,1.5690019932
1783,0.08915000,CH3,1.5646921399
1784,0.08920000,CH3,1.3696330966
1785,0.08925000,CH3,1.1445653007
1786,0.08930000,CH3,1.0741057020
1787,0.08935000,CH3,0.8501350718
1788,0.08940000,CH3,0.5237171750
1789,0.08945000,CH3,0.3139612555
1790,0.08950000,CH3,0.0052459124
1791,0.08955000,CH3,-0.2575003026
1792,0.08960000,CH3,-0.5645042171
1793,0.08965000,CH3,-0.8632769287
1794,0.08970000,CH3,-1.0380687415
1795,0.08975000,CH3,-1.1318415969
1796,0.08980000,CH3,-1.3514299384
1797,0.08985000,CH3,-1.5661954788
1798,0.08990000,CH3,-1.5441662394
1799,0.08995000,CH3,-0.9762822023
1800,0.09000000,CH3,0.0037632076
1801,0.09005000,CH3,1.0617079898
1802,0.09010000,CH3,1.5253443420
1803,0.09015000,CH3,1.5794321163
1804,0.09020000,CH3,1.3011982998
1805,0.09025000,CH3,1.1736538252
1806,0.09030000,CH3,1.0348433297
1807,0.09035000,CH3,0.8744625525
1808,0.09040000,CH3,0.5385678095
1809,0.09045000,CH3,0.2328367224
1810,0.09050000,CH3,-0.0023420545
1811,0.09055000,CH3,-0.3079701726
1812,0.09060000,CH3,-0.5879435904
1813,0.09065000,CH3,-0.8293395909
1814,0.09070000,CH3,-1.0226594419
1815,0.09075000,CH3,-1.2046261051
1816,0.09080000,CH3,-1.3779676467
1817,0.09085000,CH3,-1.5767021092
1818,0.09090000,CH3,-1.6110688466
1819,0.09095000,CH3,-1.0529878793
1820,0.09100000,CH3,0.0307587389
1821,0.09105000,CH3,1.0209117525
1822,0.09110000,CH3,1.5088403767
1823,0.09115000,CH3,1.5580582162
1824,0.09120000,CH3,1.3499433050
1825,0.09125000,CH3,1.1343733304
1826,0.09130000,CH3,1.0838133277
1827,0.09135000,CH3,0.8229881916
1828,0.09140000,CH3,0.5618512348
1829,0.09145000,CH3,0.2239551119
1830,0.09150000,CH3,-0.0003104965
1831,0.09155000,CH3,-0.2633390120
1832,0.09160000,CH3,-0.5685385812
1833,0.09165000,CH3,-0.8920028555
1834,0.09170000,CH3,-0.9616975701
1835,0.09175000,CH3,-1.1745568421
1836,0.09180000,CH3,-1.2914099082
1837,0.09185000,CH3,-1.5382437671
1838,0.09190000,CH3,-1.5151509656
1839,0.09195000,CH3,-0.9445766359
1840,0.09200000,CH3,-0.0070874327
1841,0.09205000,CH3,1.0532681370
1842,0.09210000,CH3,1.5595189705
1843,0.09215000,CH3,1.5605974598
1844,0.09220000,CH3,1.3749171450
1845,0.09225000,CH3,1.1369933262
1846,0.09230000,CH3,1.0153403569
1847,0.09235000,CH3,0.8810344713
1848,0.09240000,CH3,0.5409814513
1849,0.09245000,CH3,0.2538771399
1850,0.09250000,CH3,0.0356711595
1851,0.09255000,CH3,-0.2950104450
1852,0.09260000,CH3,-0.5406177609
1853,0.09265000,CH3,-0.8264079767
1854,0.09270000,CH3,-1.0781673058
1855,0.09275000,CH3,-1.1743137164
1856,0.09280000,CH3,-1.3006096639
1857,0.09285000,CH3,-1.5977282825
1858,0.09290000,CH3,-1.5421587984
1859,0.09295000,CH3,-1.0298664214
1860,0.09300000,CH3,-0.0377278664
1861,0.09305000,CH3,1.0532997352
1862,0.09310000,CH3,1.6100074660
1863,0.09315000,CH3,1.5602528706
1864,0.09320000,CH3,1.3571441812
1865,0.09325000,CH3,1.1334004591
1866,0.09330000,CH3,1.0286497801
1867,0.09335000,CH3,0.8393580459
1868,0.09340000,CH3,0.5472334037
1869,0.09345000,CH3,0.2471598200
1870,0.09350000,CH3,0.0151617937
1871,0.09355000,CH3,-0.2367665706
1872,0.09360000,CH3,-0.5525706284
1873,0.09365000,CH3,-0.8692390591
1874,0.09370000,CH3,-1.0647114120
1875,0.09375000,CH3,-1.1654934096
1876,0.09380000,CH3,-1.3103564405
1877,0.09385000,CH3,-1.5147544754
1878,0.09390000,CH3,-1.5696838937
1879,0.09395000,CH3,-1.0395179776
1880,0.09400000,CH3,-0.0010352647
1881,0.09405000,CH3,0.9715746258
1882,0.09410000,CH3,1.5870391519
1883,0.09415000,CH3,1.5462746149
1884,0.09420000,CH3,1.3675071041
1885,0.09425000,CH3,1.1910863843
1886,0.09430000,CH3,1.0310472128
1887,0.09435000,CH3,0.8621897121
1888,0.09440000,CH3,0.5674286172
1889,0.09445000,CH3,0.3001791743
1890,0.09450000,CH3,0.0292773385
1891,0.09455000,CH3,-0.2575944914
1892,0.09460000,CH3,-0.5438957071
1893,0.09465000,CH3,-0.8247152718
1894,0.09470000,CH3,-1.0559618286
1895,0.09475000,CH3,-1.1490722491
1896,0.09480000,CH3,-1.3397857859
1897,0.09485000,CH3,-1.5900688824
1898,0.09490000,CH3,-1.5092360315
1899,0.09495000,CH3,-0.9738405883
1900,0.09500000,CH3,0.0132578904
1901,0.09505000,CH3,1.0536051474
1902,0.09510000,CH3,1.5283257731
1903,0.09515000,CH3,1.5150530519
1904,0.09520000,CH3,1.3135751029
1905,0.09525000,CH3,1.1691574537
1906,0.09530000,CH3,1.0103001840
1907,0.09535000,CH3,0.8330128797
1908,0.09540000,CH3,0.5839716811
1909,0.09545000,CH3,0.2746334040
1910,0.09550000,CH3,0.0128390194
1911,0.09555000,CH3,-0.2657573335
1912,0.09560000,CH3,-0.5568650148
1913,0.09565000,CH3,-0.8870009679
1914,0.09570000,CH3,-1.0615111392
1915,0.09575000,CH3,-1.2143641364
1916,0.09580000,CH3,-1.4188510544
1917,0.09585000,CH3,-1.5416652387
1918,0.09590000,CH3,-1.5981185607
1919,0.09595000,CH3,-1.0047416794
1920,0.09600000,CH3,0.0029936270
1921,0.09605000,CH3,1.0210401335
1922,0.09610000,CH3,1.5588054361
1923,0.09615000,CH3,1.5260155436
1924,0.09620000,CH3,1.3760515374
1925,0.09625000,CH3,1.1036326798
1926,0.09630000,CH3,1.0229918783
1927,0.09635000,CH3,0.8360654240
1928,0.09640000,CH3,0.5372072275
1929,0.09645000,CH3,0.2786698381
1930,0.09650000,CH3,0.0361516786
1931,0.09655000,CH3,-0.2808723209
1932,0.09660000,CH3,-0.5884505117
1933,0.09665000,CH3,-0.8894359052
1934,0.09670000,CH3,-0.9981178417
1935,0.09675000,CH3,-1.1399522858
1936,0.09680000,CH3,-1.2931404824
1937,0.09685000,CH3,-1.5425079491
1938,0.09690000,CH3,-1.6005027232
1939,0.09695000,CH3,-1.0065365985
1940,0.09700000,CH3,0.0129493115
1941,0.09705000,CH3,1.0180422792
1942,0.09710000,CH3,1.5322699499
1943,0.09715000,CH3,1.5887609256
1944,0.09720000,CH3,1.2581388711
1945,0.09725000,CH3,1.1852302274
1946,0.09730000,CH3,1.0253186493
1947,0.09735000,CH3,0.8529031082
1948,0.09740000,CH3,0.5637749539
1949,0.09745000,CH3,0.2841523927
1950,0.09750000,CH3,0.0258785767
1951,0.09755000,CH3,-0.2437624041
1952,0.09760000,CH3,-0.5366411322
1953,0.09765000,CH3,-0.8723914755
1954,0.09770000,CH3,-1.0661902029
1955,0.09775000,CH3,-1.1721865267
1956,0.09780000,CH3,-1.3265815909
1957,0.09785000,CH3,-1.5829360948
1958,0.09790000,CH3,-1.6116733083
1959,0.09795000,CH3,-0.9894904571
1960,0.09800000,CH3,0.0085066919
1961,0.09805000,CH3,0.9560691753
1962,0.09810000,CH3,1.5655866683
1963,0.09815000,CH3,1.5284910940
1964,0.09820000,CH3,1.3227114195
1965,0.09825000,CH3,1.1188861660
1966,0.09830000,CH3,1.0108309812
1967,0.09835000,CH3,0.7965398396
1968,0.09840000,CH3,0.5696467600
1969,0.09845000,CH3,0.1914049907
1970,0.09850000,CH3,-0.0280619705
1971,0.09855000,CH3,-0.1907083133
1972,0.09860000,CH3,-0.5563729643
1973,0.09865000,CH3,-0.8709490135
1974,0.09870000,CH3,-0.9999314072
1975,0.09875000,CH3,-1.1969616722
1976,0.09880000,CH3,-1.2885804969
1977,0.09885000,CH3,-1.5957836335
1978,0.09890000,CH3,-1.5706494389
1979,0.09895000,CH3,-0.9784840512
1980,0.09900000,CH3,0.0579561029
1981,0.09905000,CH3,1.0114051060
1982,0.09910000,CH3,1.5556768029
1983,0.09915000,CH3,1.5628477128
1984,0.09920000,CH3,1.3245385735
1985,0.09925000,CH3,1.1876144876
1986,0.09930000,CH3,1.0135665250
1987,0.09935000,CH3,0.8987744903
1988,0.09940000,CH3,0.5732723095
1989,0.09945000,CH3,0.2711146570
1990,0.09950000,CH3,-0.0109035440
1991,0.09955000,CH3,-0.2583654337
1992,0.09960000,CH3,-0.5501037007
1993,0.09965000,CH3,-0.8438787762
1994,0.09970000,CH3,-1.0681977815
1995,0.09975000,CH3,-1.1441341493
1996,0.09980000,CH3,-1.3786915411
1997,0.09985000,CH3,-1.5541113118
1998,0.09990000,CH3,-1.5696852517
1999,0.09995000,CH3,-0.9694337386
